Id,Name,Department,Course Code,Year Level,Total Classes,Attended Classes,Absent Classes,Late Classes,Attendance Rate,Risk Level,Status,Student Number
"460","Ana Jimenez","College of Business & Accountancy","ABA","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-00460"
"114","Ana Rivera","College of Arts & Sciences","ABEng","SECOND_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-00114"
"3296","Ana Vega","College of Criminology & Administration","BSISM","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-03296"
"1313","Ana Maldonado","College of Business & Accountancy","BSBA-MAN3","SECOND_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-01313"
"112","Ana Guzman","College of Arts & Sciences","ABEng","THIRD_YEAR","20","15","0","3","75","MEDIUM","ACTIVE","2025-00112"
"9196","Ana Mendoza","College of Business & Accountancy","BSBA-MAN13","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-09196"
"443","Ana Pena","College of Business & Accountancy","ABA","THIRD_YEAR","20","14","1","4","70","HIGH","ACTIVE","2025-00443"
"1997","Ana Morales","College of Computer Studies","BSIT","FIRST_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-01997"
"11250","Ana Maldonado","College of Engineering","BSCE-TEC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11250"
"4397","Ana Diaz","College of Business & Accountancy","ABA1","THIRD_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-04397"
"7153","Ana Espinoza","College of Criminology & Administration","BSISM1","SECOND_YEAR","20","17","1","0","85","LOW","ACTIVE","2025-07153"
"5251","Ana Ruiz","College of Business & Accountancy","BSBA-MAN8","SECOND_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-05251"
"1997","Ana Morales","College of Computer Studies","BSIT","FIRST_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-01997"
"1129","Ana Aguilar","College of Business & Accountancy","BSBA-MAN1","THIRD_YEAR","20","16","3","0","80","MEDIUM","ACTIVE","2025-01129"
"3769","Ana Guzman","International School of Hospitality & Tourism Management","BSHM","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-03769"
"2253","Ana Medina","College of Teacher Education","BEEd-EC","THIRD_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-02253"
"1671","Ana Salazar","College of Business & Accountancy","BSBA-BE","SECOND_YEAR","20","15","0","2","75","MEDIUM","ACTIVE","2025-01671"
"1313","Ana Maldonado","College of Business & Accountancy","BSBA-MAN3","SECOND_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-01313"
"3296","Ana Vega","College of Criminology & Administration","BSISM","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-03296"
"7953","Ana Vargas","College of Arts & Sciences","ABEng2","THIRD_YEAR","20","12","1","6","60","HIGH","ACTIVE","2025-07953"
"5874","Ana Gomez","College of Computer Studies","BSIT1","FOURTH_YEAR","20","15","1","2","75","MEDIUM","ACTIVE","2025-05874"
"3298","Ana Ramos","College of Criminology & Administration","BSISM","SECOND_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-03298"
"5584","Ana Morales","College of Business & Accountancy","BSBA-BE1","FIRST_YEAR","20","15","1","2","75","MEDIUM","ACTIVE","2025-05584"
"6530","Ana Ramos","College of Teacher Education","BSEd-MAT1","THIRD_YEAR","20","11","2","5","55","HIGH","ACTIVE","2025-06530"
"10592","Ana Gomez","College of Teacher Education","BSEd-SCI2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10592"
"5463","Ana Mendoza","College of Business & Accountancy","BSBA-MAN9","THIRD_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-05463"
"5496","Ana Gonzalez","College of Business & Accountancy","BSBA-MAN9","FIRST_YEAR","20","14","0","1","70","HIGH","ACTIVE","2025-05496"
"6422","Ana Ortiz","College of Teacher Education","BSEd-FIL1","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-06422"
"8734","Ana Mendoza","College of Business & Accountancy","BSIA2","FIRST_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-08734"
"4886","Ana Vega","College of Business & Accountancy","BSIA1","SECOND_YEAR","20","16","2","0","80","MEDIUM","ACTIVE","2025-04886"
"9487","Ana Torres","College of Business & Accountancy","BSBA-BE2","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09487"
"6032","Ana Espinoza","College of Teacher Education","BECEd1","SECOND_YEAR","20","18","0","0","90","NONE","ACTIVE","2025-06032"
"8665","Ana Reyes","College of Business & Accountancy","BSREM2","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-08665"
"9547","Ana Silva","College of Computer Studies","ACT2","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09547"
"11245","Ana Padilla","College of Engineering","BSCE-TEC2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11245"
"4749","Ana Espinoza","College of Business & Accountancy","BSREM1","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-04749"
"8652","Ana Aguilar","College of Business & Accountancy","BSREM2","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-08652"
"11250","Ana Maldonado","College of Engineering","BSCE-TEC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11250"
"5066","Ana Rivas","College of Business & Accountancy","BSBA-MAN6","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-05066"
"2615","Ana Fernandez","College of Teacher Education","BSEd-MAT","FIRST_YEAR","20","16","1","0","80","MEDIUM","ACTIVE","2025-02615"
"5729","Ana Rojas","College of Computer Studies","BSCS1","SECOND_YEAR","20","13","2","5","65","HIGH","ACTIVE","2025-05729"
"296","Ana Valencia","College of Arts & Sciences","BSM","SECOND_YEAR","20","16","3","0","80","MEDIUM","ACTIVE","2025-00296"
"586","Ana Vasquez","College of Business & Accountancy","BSAIS","FIRST_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-00586"
"2057","Ana Herrera","College of Computer Studies","BSIS","FIRST_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-02057"
"1806","Ana Medina","College of Computer Studies","BSCS","THIRD_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-01806"
"3832","Ana Vega","International School of Hospitality & Tourism Management","BSTM","THIRD_YEAR","20","16","1","1","80","MEDIUM","ACTIVE","2025-03832"
"1687","Ana Torres","College of Business & Accountancy","BSBA-BE","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-01687"
"9444","Ana Cruz","College of Business & Accountancy","BSBA-BE2","FIRST_YEAR","20","13","3","2","65","HIGH","ACTIVE","2025-09444"
"11063","Ana Soto","College of Criminology & Administration","BSISM2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11063"
"6209","Ana Reyes","College of Teacher Education","BSEd-MAN1","FOURTH_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-06209"
"9575","Ana Vega","College of Computer Studies","ACT2","FOURTH_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-09575"
"10767","Ana Castillo","College of Teacher Education","BTVTEd-II2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10767"
"7374","Ana Rivas","College of Engineering","BSCE-TEC1","THIRD_YEAR","20","15","0","4","75","MEDIUM","ACTIVE","2025-07374"
"1905","Ana Diaz","College of Computer Studies","BSIT","THIRD_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-01905"
"6022","Ana Castillo","College of Teacher Education","BECEd1","THIRD_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-06022"
"3823","Ana Maria Carrillo","International School of Hospitality & Tourism Management","BSTM","FIRST_YEAR","20","16","0","1","80","MEDIUM","ACTIVE","2025-03823"
"6727","Ana Maria Salazar","College of Teacher Education","BTVTEd-HEH1","FOURTH_YEAR","20","13","1","4","65","HIGH","ACTIVE","2025-06727"
"1395","Ana Maria Santos","College of Business & Accountancy","BSBA-MAN3","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-01395"
"9309","Ana Maria Gutierrez","College of Business & Accountancy","BSBA-MAN14","FOURTH_YEAR","20","15","1","2","75","MEDIUM","ACTIVE","2025-09309"
"5284","Ana Maria Castro","College of Business & Accountancy","BSBA-MAN8","FIRST_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-05284"
"808","Ana Maria Valdez","College of Business & Accountancy","BSREM","FOURTH_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00808"
"1803","Ana Maria Reyes","College of Computer Studies","BSCS","THIRD_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-01803"
"5040","Ana Maria Cruz","College of Business & Accountancy","BSBA-MAN6","THIRD_YEAR","20","15","3","2","75","MEDIUM","ACTIVE","2025-05040"
"2628","Ana Maria Martinez","College of Teacher Education","BSEd-MAT","THIRD_YEAR","20","17","2","0","85","LOW","ACTIVE","2025-02628"
"3816","Ana Maria Reyes","International School of Hospitality & Tourism Management","BSTM","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-03816"
"8417","Ana Maria Luna","College of Business & Accountancy","BSA2","FIRST_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-08417"
"919","Ana Maria Ortiz","College of Business & Accountancy","BSIA","FIRST_YEAR","20","14","4","2","70","HIGH","ACTIVE","2025-00919"
"10979","Ana Maria Miranda","College of Criminology & Administration","BSC2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10979"
"4030","Ana Maria Luna","College of Arts & Sciences","ABEng1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-04030"
"8193","Ana Maria Valdez","College of Arts & Sciences","BSP2","FOURTH_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-08193"
"999","Ana Maria Ramirez","College of Business & Accountancy","BSIA","THIRD_YEAR","20","18","2","0","90","NONE","ACTIVE","2025-00999"
"3643","Ana Maria Gomez","College of Health Sciences","BSMedTech","FOURTH_YEAR","20","15","0","5","75","MEDIUM","ACTIVE","2025-03643"
"1317","Ana Maria Sandoval","College of Business & Accountancy","BSBA-MAN3","SECOND_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-01317"
"10918","Ana Maria Ramos","College of Criminology & Administration","BSC2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10918"
"10893","Ana Maria Rivera","College of Maritime Education & Training","BSMT2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10893"
"5988","Ana Maria Medina","College of Computer Studies","BSIS1","FOURTH_YEAR","20","14","2","4","70","HIGH","ACTIVE","2025-05988"
"3673","Ana Maria Ramos","College of Health Sciences","BSMedTech","FOURTH_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-03673"
"8114","Ana Maria Moreno","College of Arts & Sciences","BSP2","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-08114"
"9047","Ana Maria Ruiz","College of Business & Accountancy","BSBA-MAN12","FIRST_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-09047"
"3811","Ana Maria Figueroa","International School of Hospitality & Tourism Management","BSTM","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-03811"
"10831","Ana Maria Vasquez","College of Maritime Education & Training","BSMT2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10831"
"2917","Ana Maria Jimenez","College of Teacher Education","BTVTEd-II","FOURTH_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-02917"
"7045","Ana Maria Acosta","College of Criminology & Administration","BSC1","THIRD_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-07045"
"10718","Ana Maria Vega","College of Teacher Education","BTVTEd-II2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10718"
"1855","Ana Maria Valdez","College of Computer Studies","BSCS","SECOND_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-01855"
"10690","Ana Maria Padilla","College of Teacher Education","BTVTEd-HEH2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10690"
"7112","Ana Maria Guerrero","College of Criminology & Administration","BSISM1","FOURTH_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-07112"
"11683","Ana Maria Soto","International School of Hospitality & Tourism Management","BSTM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11683"
"242","Ana Maria Romero","College of Arts & Sciences","BSM","FOURTH_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-00242"
"909","Ana Maria Reyes","College of Business & Accountancy","BSIA","FOURTH_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00909"
"3246","Ana Maria Vasquez","College of Criminology & Administration","BSISM","FIRST_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-03246"
"7004","Ana Maria Medina","College of Criminology & Administration","BSC1","SECOND_YEAR","20","15","0","4","75","MEDIUM","ACTIVE","2025-07004"
"3751","Ana Maria Navarro","International School of Hospitality & Tourism Management","BSHM","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-03751"
"10631","Ana Maria Santos","College of Teacher Education","BTVTEd-HEH2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10631"
"6472","Ana Maria Campos","College of Teacher Education","BSEd-FIL1","FOURTH_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-06472"
"7037","Ana Maria Padilla","College of Criminology & Administration","BSC1","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-07037"
"10687","Ana Maria Mendoza","College of Teacher Education","BTVTEd-HEH2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10687"
"11633","Ana Maria Flores","International School of Hospitality & Tourism Management","BSTM2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11633"
"5452","Ana Maria Rojas","College of Business & Accountancy","BSBA-MAN9","FOURTH_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05452"
"5455","Ana Maria Galvan","College of Business & Accountancy","BSBA-MAN9","SECOND_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-05455"
"5459","Ana Maria Castillo","College of Business & Accountancy","BSBA-MAN9","SECOND_YEAR","20","9","1","4","45","HIGH","ACTIVE","2025-05459"
"11464","Ana Maria Gonzalez","College of Health Sciences","BSMedTech2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11464"
"3603","Ana Maria Diaz","College of Health Sciences","BSMedTech","FOURTH_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-03603"
"3745","Ana Maria Rivas","International School of Hospitality & Tourism Management","BSHM","FOURTH_YEAR","20","15","0","2","75","MEDIUM","ACTIVE","2025-03745"
"3008","Ana Maria Cruz","College of Maritime Education & Training","BSMT","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-03008"
"21","Ana Maria Ruiz","College of Arts & Sciences","ABCom","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-00021"
"8759","Ana Maria Mendoza","College of Business & Accountancy","BSIA2","THIRD_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-08759"
"8697","Ana Maria Vega","College of Business & Accountancy","BSREM2","FIRST_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-08697"
"10473","Ana Maria Galvan","College of Teacher Education","BSEd-MAT2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10473"
"2325","Ana Maria Mendoza","College of Teacher Education","BSEd-MAN","THIRD_YEAR","20","12","4","4","60","HIGH","ACTIVE","2025-02325"
"7045","Ana Maria Acosta","College of Criminology & Administration","BSC1","THIRD_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-07045"
"3635","Ana Maria Perez","College of Health Sciences","BSMedTech","SECOND_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-03635"
"2325","Ana Maria Mendoza","College of Teacher Education","BSEd-MAN","THIRD_YEAR","20","12","4","4","60","HIGH","ACTIVE","2025-02325"
"10918","Ana Maria Ramos","College of Criminology & Administration","BSC2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10918"
"10893","Ana Maria Rivera","College of Maritime Education & Training","BSMT2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10893"
"7037","Ana Maria Padilla","College of Criminology & Administration","BSC1","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-07037"
"7112","Ana Maria Guerrero","College of Criminology & Administration","BSISM1","FOURTH_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-07112"
"4030","Ana Maria Luna","College of Arts & Sciences","ABEng1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-04030"
"10831","Ana Maria Vasquez","College of Maritime Education & Training","BSMT2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10831"
"6538","Ana Maria Ramos","College of Teacher Education","BSEd-MAT1","FIRST_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-06538"
"1557","Ana Maria Estrada","College of Business & Accountancy","BSBA-MAN4","THIRD_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-01557"
"7004","Ana Maria Medina","College of Criminology & Administration","BSC1","SECOND_YEAR","20","15","0","4","75","MEDIUM","ACTIVE","2025-07004"
"1317","Ana Maria Sandoval","College of Business & Accountancy","BSBA-MAN3","SECOND_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-01317"
"8527","Ana Maria Bautista","College of Business & Accountancy","BSMA2","THIRD_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-08527"
"1460","Ana Maria Ortiz","College of Business & Accountancy","BSBA-HR","FIRST_YEAR","20","15","2","3","75","MEDIUM","ACTIVE","2025-01460"
"3816","Ana Maria Reyes","International School of Hospitality & Tourism Management","BSTM","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-03816"
"8697","Ana Maria Vega","College of Business & Accountancy","BSREM2","FIRST_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-08697"
"999","Ana Maria Ramirez","College of Business & Accountancy","BSIA","THIRD_YEAR","20","18","2","0","90","NONE","ACTIVE","2025-00999"
"3823","Ana Maria Carrillo","International School of Hospitality & Tourism Management","BSTM","FIRST_YEAR","20","16","0","1","80","MEDIUM","ACTIVE","2025-03823"
"1638","Ana Maria Torres","College of Business & Accountancy","BSBA-BE","SECOND_YEAR","20","13","3","4","65","HIGH","ACTIVE","2025-01638"
"5988","Ana Maria Medina","College of Computer Studies","BSIS1","FOURTH_YEAR","20","14","2","4","70","HIGH","ACTIVE","2025-05988"
"3017","Ana Maria Molina","College of Maritime Education & Training","BSMT","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-03017"
"6958","Ana Maria Soto","College of Maritime Education & Training","BSMT1","FOURTH_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-06958"
"10718","Ana Maria Vega","College of Teacher Education","BTVTEd-II2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10718"
"3643","Ana Maria Gomez","College of Health Sciences","BSMedTech","FOURTH_YEAR","20","15","0","5","75","MEDIUM","ACTIVE","2025-03643"
"269","Ana Maria Ruiz","College of Arts & Sciences","BSM","THIRD_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-00269"
"3003","Andres Flores","College of Maritime Education & Training","BSMT","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-03003"
"9675","Andres Torres","College of Computer Studies","BSCS2","FIRST_YEAR","20","14","1","3","70","HIGH","ACTIVE","2025-09675"
"1436","Andres Moreno","College of Business & Accountancy","BSBA-HR","THIRD_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-01436"
"2277","Andres Romero","College of Teacher Education","BEEd-EC","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-02277"
"10679","Andres Contreras","College of Teacher Education","BTVTEd-HEH2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10679"
"10672","Andres Garcia","College of Teacher Education","BTVTEd-HEH2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10672"
"9630","Andres Maldonado","College of Computer Studies","BSCS2","FIRST_YEAR","20","13","2","3","65","HIGH","ACTIVE","2025-09630"
"10612","Andres Mendoza","College of Teacher Education","BTVTEd-HEH2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10612"
"4158","Andres Ramos","College of Arts & Sciences","BSM1","THIRD_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-04158"
"9458","Andres Gutierrez","College of Business & Accountancy","BSBA-BE2","SECOND_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-09458"
"452","Andres Cruz","College of Business & Accountancy","ABA","FIRST_YEAR","20","17","0","0","85","LOW","ACTIVE","2025-00452"
"9404","Andres Aguilar","College of Business & Accountancy","BSBA-BE2","THIRD_YEAR","20","15","1","2","75","MEDIUM","ACTIVE","2025-09404"
"10483","Andres Morales","College of Teacher Education","BSEd-MAT2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10483"
"2820","Andres Vargas","College of Teacher Education","BTVTEd-HEH","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-02820"
"9779","Andres Soto","College of Computer Studies","BSIT2","SECOND_YEAR","20","16","1","1","80","MEDIUM","ACTIVE","2025-09779"
"3280","Andres Morales","College of Criminology & Administration","BSISM","THIRD_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-03280"
"4364","Andres Maldonado","College of Business & Accountancy","ABA1","THIRD_YEAR","20","12","3","3","60","HIGH","ACTIVE","2025-04364"
"11341","Andres Medina","College of Engineering","BSELE-BRO2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11341"
"8179","Andres Navarro","College of Arts & Sciences","BSP2","THIRD_YEAR","20","15","3","2","75","MEDIUM","ACTIVE","2025-08179"
"11158","Andres Medina","College of Criminology & Administration","BSPA2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11158"
"10266","Andres Alvarado","College of Teacher Education","BSEd-ENG2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10266"
"1725","Andres Ruiz","College of Computer Studies","ACT","THIRD_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-01725"
"6248","Andres Romero","College of Teacher Education","BSEd-MAN1","SECOND_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-06248"
"4893","Andres Campos","College of Business & Accountancy","BSIA1","FOURTH_YEAR","20","15","3","1","75","MEDIUM","ACTIVE","2025-04893"
"381","Andres Salazar","College of Arts & Sciences","BSP","FIRST_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-00381"
"9030","Andres Cruz","College of Business & Accountancy","BSBA-MAN12","FOURTH_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-09030"
"92","Andres Rivera","College of Arts & Sciences","ABCom","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-00092"
"5634","Andres Acosta","College of Computer Studies","ACT1","FIRST_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-05634"
"7615","Andres Rodriguez","International School of Hospitality & Tourism Management","BSHM1","SECOND_YEAR","20","15","3","2","75","MEDIUM","ACTIVE","2025-07615"
"4113","Andres Espinoza","College of Arts & Sciences","BSM1","FIRST_YEAR","20","15","3","1","75","MEDIUM","ACTIVE","2025-04113"
"370","Andres Torres","College of Arts & Sciences","BSP","SECOND_YEAR","20","11","3","3","55","HIGH","ACTIVE","2025-00370"
"4579","Andres Ramirez","College of Business & Accountancy","BSA1","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-04579"
"1958","Andres Acosta","College of Computer Studies","BSIT","FIRST_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-01958"
"7630","Andres Pena","International School of Hospitality & Tourism Management","BSHM1","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-07630"
"6161","Andres Flores","College of Teacher Education","BEEd-EC1","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-06161"
"8018","Andres Valdez","College of Arts & Sciences","BSM2","THIRD_YEAR","20","12","1","6","60","HIGH","ACTIVE","2025-08018"
"6686","Andres Ortiz","College of Teacher Education","BSEd-SCI1","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-06686"
"2396","Andres Lopez","College of Teacher Education","BSEd-MAN","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-02396"
"8827","Andres Velazquez","College of Business & Accountancy","BSBA-MAN10","THIRD_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-08827"
"7482","Andres Galvan","College of Engineering","BSELE-BRO1","THIRD_YEAR","20","15","2","3","75","MEDIUM","ACTIVE","2025-07482"
"4279","Andres Cruz","College of Arts & Sciences","BSP1","SECOND_YEAR","20","13","3","3","65","HIGH","ACTIVE","2025-04279"
"682","Andres Campos","College of Business & Accountancy","BSA","THIRD_YEAR","20","12","2","2","60","HIGH","ACTIVE","2025-00682"
"1442","Andres Medina","College of Business & Accountancy","BSBA-HR","FOURTH_YEAR","20","13","0","6","65","HIGH","ACTIVE","2025-01442"
"7065","Andres Mendoza","College of Criminology & Administration","BSC1","FIRST_YEAR","20","18","2","0","90","NONE","ACTIVE","2025-07065"
"3859","Andres Dela Cruz","International School of Hospitality & Tourism Management","BSTM","SECOND_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-03859"
"2008","Andres Rojas","College of Computer Studies","BSIS","SECOND_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-02008"
"4380","Andres Valencia","College of Business & Accountancy","ABA1","FIRST_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-04380"
"8649","Andres Fernandez","College of Business & Accountancy","BSREM2","THIRD_YEAR","20","13","2","4","65","HIGH","ACTIVE","2025-08649"
"2603","Andres Carrillo","College of Teacher Education","BSEd-MAT","FOURTH_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-02603"
"7043","Andres Mendoza","College of Criminology & Administration","BSC1","FIRST_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-07043"
"3677","Andres Luna","College of Health Sciences","BSMedTech","FOURTH_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-03677"
"2873","Andres Rojas","College of Teacher Education","BTVTEd-HEH","FOURTH_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-02873"
"6529","Andres Pena","College of Teacher Education","BSEd-MAT1","FIRST_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-06529"
"5401","Andres Morales","College of Business & Accountancy","BSBA-MAN9","THIRD_YEAR","20","16","3","1","80","MEDIUM","ACTIVE","2025-05401"
"8617","Andres Rivera","College of Business & Accountancy","BSREM2","FIRST_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-08617"
"2025","Andres Aguilar","College of Computer Studies","BSIS","FOURTH_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-02025"
"5367","Andres Morales","College of Business & Accountancy","BSBA-HR1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05367"
"7337","Andres Galvan","College of Engineering","BSCE-TEC1","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-07337"
"2414","Andres Guerrero","College of Teacher Education","BSEd-ENG","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-02414"
"6951","Andres Rivas","College of Maritime Education & Training","BSMT1","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-06951"
"5742","Andres Contreras","College of Computer Studies","BSCS1","SECOND_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-05742"
"10004","Andres Rivera","College of Teacher Education","BEEd-EC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10004"
